Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"1,995",Ford,Focus,2009,Hatchback,"125,000",1.6,99,Manual,Petrol,3
"2,495",MINI,Hatch,2006,Hatchback,"72,580",1.6,116,Manual,Petrol,4
"1,945",Ford,Focus,2010,Hatchback,"124,000",1.8,123,Manual,Petrol,3
"4,950",Peugeot,208,2012,Hatchback,"55,056",1.2,82,Manual,Petrol,3
"1,695",Vauxhall,Corsa,2009,Hatchback,"120,000",1,59,Manual,Petrol,3
"1,887",BMW,1,2008,Hatchback,"129,000",1.6,122,Manual,Petrol,5
999,Volkswagen,Golf,2006,Hatchback,"110,000",1.4,79,Manual,Petrol,6
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"1,295",Renault,Clio,2010,Hatchback,"107,654",1.2,75,Manual,Petrol,7
"1,500",Renault,Megane,2007,Convertible,"62,409",1.6,111,Manual,Petrol,3
"1,750",MINI,Hatch,2010,Hatchback,"110,694",1.4,75,Manual,Petrol,1
"1,400",Toyota,Aygo,2009,Hatchback,"128,300",1,67,Manual,Petrol,4
"1,295",Vauxhall,Corsa,2001,Hatchback,"108,000",1.8,123,Manual,Petrol,5
"2,995",Ford,Fiesta,2008,Hatchback,"57,000",1.25,81,Manual,Petrol,2
695,Ford,Fiesta,2004,Hatchback,"94,000",1.4,79,Manual,Petrol,4
"3,195",MINI,Hatch,2011,Hatchback,"80,000",1.6,98,Manual,Petrol,3
"1,890",Vauxhall,Zafira,2005,MPV,"74,600",1.6,103,Manual,Petrol,2
"2,490",Vauxhall,Corsa,2008,Hatchback,"65,000",1.4,89,Manual,Petrol,5
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"3,990",Volvo,S40,2011,Saloon,"96,000",2,145,Manual,Petrol,3
"1,490",Daihatsu,Charade,2004,Hatchback,"36,000",1,57,Manual,Petrol,2
"1,750",Toyota,Yaris,2008,Hatchback,"124,000",1.3,85,Manual,Petrol,3
"1,500",Ford,Focus,2007,Hatchback,"139,786",1.8,123,Manual,Petrol,4
595,Chevrolet,Matiz,2008,Hatchback,"84,216",1,64,Manual,Petrol,3
"2,250",Renault,Clio,2009,Hatchback,"117,246",1.6,128,Manual,Petrol,1
"1,995",Renault,Clio,2011,Hatchback,"86,210",1.2,75,Manual,Petrol,9
"1,290",Fiat,Grande,2007,Hatchback,"84,000",1.2,65,Manual,Petrol,3
"5,499",Fiat,500,2013,Hatchback,"29,545",0.9,85,Manual,Petrol,3
"2,695",Nissan,Note,2010,Hatchback,"75,000",1.4,87,Manual,Petrol,4
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"3,690",Volkswagen,Polo,2009,Hatchback,"86,000",1.2,60,Manual,Petrol,2
"2,795",Ford,Focus,2009,Hatchback,"92,000",1.6,99,Manual,Petrol,6
"3,500",Nissan,Qashqai,2010,SUV,"101,000",1.6,113,Manual,Petrol,4
"1,995",Renault,Clio,2007,Hatchback,"62,500",1.4,98,Manual,Petrol,2
"1,695",Suzuki,Swift,2007,Hatchback,"105,000",1.5,101,Manual,Petrol,5
"1,795",Mazda6,ns,2010,Hatchback,"65,420",1.8,118,Manual,Petrol,2
"1,495",Vauxhall,Corsa,2008,Hatchback,"137,500",1.4,89,Manual,Petrol,3
"1,495",Ford,Focus,2006,Hatchback,"92,900",1.6,113,Manual,Petrol,3
"2,190",Ford,KA,2009,Hatchback,"87,180",1.2,69,Manual,Petrol,2
"3,999",Fiat,500C,2012,Convertible,"74,000",1.2,69,Manual,Petrol,4
"15,814",Mercedes-Benz,Cla,2016,Saloon,"94,400",2.1,134,Manual,Diesel,3
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"1,195",Renault,Twingo,2009,Hatchback,"118,000",1.2,75,Manual,Petrol,2
"2,395",SEAT,Ibiza,2008,Hatchback,"106,000",1.4,84,Manual,Petrol,4
"4,295",MINI,Hatch,2009,Hatchback,"70,155",1.6,120,Manual,Petrol,3
"1,745",Ford,Focus,2008,Hatchback,"95,000",1.6,113,Manual,Petrol,2
"2,194",Ford,Fiesta,2008,Hatchback,"98,378",1.25,74,Manual,Petrol,1
"1,895",Volkswagen,Polo,2006,Hatchback,"82,000",1.2,55,Manual,Petrol,4
"1,480",SEAT,Ibiza,2006,Hatchback,"113,564",1.4,98,Manual,Petrol,6
"1,490",Ford,Focus,2007,Convertible,"49,000",2,143,Manual,Petrol,3
"8,900",SEAT,Ibiza,2016,Hatchback,"31,100",1,74,Manual,Petrol,2
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"1,100",Toyota,Aygo,2008,Hatchback,"117,735",1,67,Manual,Petrol,1
"1,795",Honda,Jazz,2009,Hatchback,"130,100",1.2,89,Manual,Petrol,1
"2,600",Mazda3,ns,2005,Hatchback,"120,000",1.6,103,Automatic,Petrol,6
"1,495",Ford,Fusion,2005,Hatchback,"81,820",1.6,99,Manual,Petrol,3
"1,999",MINI,Hatch,2007,Hatchback,"98,000",1.4,95,Manual,Petrol,5
"2,499",Audi,A4,2003,Estate,"93,152",2,130,Automatic,Petrol,3
995,Vauxhall,Astra,2007,Hatchback,"155,019",1.4,89,Manual,Petrol,4
"4,450",Honda,Jazz,2010,Hatchback,"89,250",1.4,98,Automatic,Petrol,4
"1,950",Fiat,Punto,2010,Hatchback,"99,000",1.4,106,Manual,Petrol,1
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"7,495",Citroen,C1,2016,Hatchback,"29,401",1.2,82,Manual,Petrol,2
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"1,395",Toyota,Avensis,2003,Hatchback,"106,000",1.8,127,Manual,Petrol,5
"4,490",SEAT,Ibiza,2011,Hatchback,"78,101",1.2,104,Manual,Petrol,7
"2,250",Fiat,Sedici,2008,Hatchback,"57,750",1.6,107,Manual,Petrol,1
"2,294",Peugeot,308,2010,Hatchback,"90,900",1.6,120,Manual,Petrol,4
895,Vauxhall,Astra,1999,Hatchback,"65,000",1.6,99,Manual,Petrol,5
"1,595",Vauxhall,Corsa,2008,Hatchback,"126,500",1.2,79,Manual,Petrol,4
"1,950",SEAT,Ibiza,2009,Hatchback,"135,650",1.4,84,Manual,Petrol,6
"1,995",Suzuki,Swift,2006,Hatchback,"85,343",1.3,91,Manual,Petrol,7
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"3,495",KIA,Ceed,2011,Hatchback,"84,049",1.4,89,Manual,Petrol,2
"1,499",Smart,Fortwo,2003,Convertible,"44,300",0.7,61,Automatic,Petrol,9
"1,300",Audi,A4,2004,Saloon,"107,743",2,130,Manual,Petrol,3
"1,275",BMW,3,2007,Saloon,"62,544",2,150,Manual,Petrol,4
"3,550",Peugeot,107,2011,Hatchback,"48,028",1,67,Manual,Petrol,2
"1,990",Volkswagen,Golf,2003,Hatchback,"113,000",1.6,102,Automatic,Petrol,4
"5,495",Fiat,500,2014,Hatchback,"51,535",1.2,69,Manual,Petrol,4
"1,709",Ford,KA,2009,Hatchback,"92,325",1.2,69,Manual,Petrol,3
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"4,995",Vauxhall,Insignia,2011,Hatchback,"36,000",1.8,138,Manual,Petrol,4
"2,500",Nissan,Micra,2010,Hatchback,"55,000",1.2,79,Manual,Petrol,1
"2,259",Ford,KA,2012,Hatchback,"111,000",1.2,69,Manual,Petrol,2
"2,000",KIA,Venga,2011,MPV,"102,000",1.4,89,Manual,Petrol,5
"1,900",Citroen,C4,2006,Hatchback,"83,000",1.6,110,Automatic,Petrol,5
"12,000",BMW,3,2015,Saloon,"89,000",2,184,Manual,Diesel,4
"1,990",BMW,3,2007,Saloon,"137,707",2,129,Manual,Petrol,14
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"8,900",SEAT,Ibiza,2016,Hatchback,"31,100",1,74,Manual,Petrol,2
"1,495",Peugeot,207,2010,Hatchback,"123,000",1.4,95,Manual,Petrol,6
"4,980",SEAT,Ibiza,2016,Hatchback,"116,810",1.2,108,Manual,Petrol,3
"1,595",Vauxhall,Corsa,2007,Hatchback,"105,500",1.2,79,Manual,Petrol,6
"2,500",Renault,Clio,2006,Hatchback,"129,547",1.6,111,Automatic,Petrol,3
"5,295",Volkswagen,Polo,2010,Hatchback,"85,300",1.4,85,Manual,Petrol,2
"2,750",BMW,3,2008,Saloon,"156,500",2,143,Manual,Petrol,5
995,Ford,Fiesta,2006,Hatchback,"116,000",1.25,74,Manual,Petrol,7
"1,875",SEAT,Ibiza,2010,Hatchback,"141,000",1.4,84,Manual,Petrol,3
"2,995",Vauxhall,Corsa,2008,Hatchback,"45,000",1.2,79,Manual,Petrol,4
"1,599",Vauxhall,Corsa,2007,Hatchback,"107,000",1.4,89,Manual,Petrol,6
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"11,500",Citroen,C3,2018,SUV,"30,718",1.2,82,Manual,Petrol,1
"4,695",MINI,Hatch,2009,Hatchback,"56,000",1.4,95,Manual,Petrol,4
"2,470",Volkswagen,Golf,2008,Hatchback,"109,242",1.4,123,Manual,Petrol,4
"1,700",SKODA,Fabia,2007,Hatchback,"73,525",1.2,64,Manual,Petrol,1
"3,500",Nissan,Note,2009,Hatchback,"107,000",1.6,109,Automatic,Petrol,1
"1,295",Ford,KA,2007,Hatchback,"71,000",1.3,69,Manual,Petrol,4
"1,900",Ford,Focus,2010,Hatchback,"75,000",1.8,123,Manual,Petrol,6
"2,650",SKODA,Fabia,2009,Hatchback,"77,000",1.2,60,Manual,Petrol,2
"1,509",Vauxhall,Astra,2006,Hatchback,"87,453",1.4,89,Manual,Petrol,3
"4,559",Vauxhall,Astra,2013,Hatchback,"66,885",1.4,100,Manual,Petrol,4
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"8,900",SEAT,Ibiza,2016,Hatchback,"31,100",1,74,Manual,Petrol,2
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"1,595",Volvo,S40,2005,Saloon,"132,000",1.8,125,Manual,Petrol,2
"3,695",Ford,Focus,2012,Hatchback,"98,000",1,123,Manual,Petrol,3
"2,495",Toyota,Auris,2009,Hatchback,"84,327",1.6,124,Manual,Petrol,3
"1,195",Fiat,Panda,2006,Hatchback,"41,500",1.2,60,Manual,Petrol,4
"1,995",Renault,Twingo,2008,Hatchback,"100,000",1.2,100,Manual,Petrol,2
"2,895",BMW,1,2008,Hatchback,"112,000",1.6,122,Manual,Petrol,8
"3,390",Vauxhall,Insignia,2011,Hatchback,"78,212",1.8,138,Manual,Petrol,5
"2,495",Vauxhall,Astra,2010,Hatchback,"69,000",1.4,89,Manual,Petrol,1
"3,500",Vauxhall,Corsa,2009,Hatchback,"104,391",1.6,190,Manual,Petrol,8
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"7,495",Citroen,C1,2016,Hatchback,"29,401",1.2,82,Manual,Petrol,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"2,950",Peugeot,207,2008,Hatchback,"80,000",1.6,150,Manual,Petrol,4
"2,995",Vauxhall,Zafira,2010,MPV,"105,000",1.8,138,Manual,Petrol,2
"2,795",SEAT,Leon,2009,Hatchback,"90,508",1.6,101,Manual,Petrol,1
"3,190",Peugeot,308,2010,Convertible,"84,800",1.6,120,Manual,Petrol,1
"1,995",Toyota,Avensis,2006,Hatchback,"90,000",1.8,127,Manual,Petrol,2
"2,295",Vauxhall,Insignia,2009,Hatchback,"100,600",1.8,138,Manual,Petrol,4
"4,890",Vauxhall,Corsa,2011,Hatchback,"80,813",1.6,190,Manual,Petrol,10
"1,400",KIA,Cerato,2005,Hatchback,"88,000",1.6,103,Manual,Petrol,3
"1,791",Vauxhall,Corsa,2007,Hatchback,"74,000",1.4,89,Manual,Petrol,3
"15,814",Mercedes-Benz,Cla,2016,Saloon,"94,400",2.1,134,Manual,Diesel,3
"15,814",Mercedes-Benz,Cla,2016,Saloon,"94,400",2.1,134,Manual,Diesel,3
"1,999",Volkswagen,Polo,2007,Hatchback,"85,000",1.6,104,Manual,Petrol,2
"4,299",Mazda6, ,2009,Hatchback,"85,926",2,147,Automatic,Petrol,2
"1,897",Vauxhall,Corsa,2012,Hatchback,"116,000",1,64,Manual,Petrol,1
"1,867",Mercedes-Benz,CLK,2005,Coupe,"149,000",1.8,163,Automatic,Petrol,4
875,Citroen,C1,2007,Hatchback,"152,123",1,67,Manual,Petrol,2
"3,289",SEAT,Ibiza,2012,Hatchback,"78,029",1.2,68,Manual,Petrol,3
"2,500",SEAT,Ibiza,2008,Hatchback,"110,998",1.4,84,Manual,Petrol,4
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"15,814",Mercedes-Benz,Cla,2016,Saloon,"94,400",2.1,134,Manual,Diesel,3
"3,195",Vauxhall,Corsa,2010,Hatchback,"83,000",1.4,99,Manual,Petrol,7
"2,295",Volkswagen,Golf,2005,Hatchback,"125,965",2,148,Manual,Petrol,1
"1,499",Hyundai,Getz,2006,Hatchback,"87,566",1.1,65,Manual,Petrol,1
"1,195",Vauxhall,Astra,2002,Hatchback,"117,300",1.6,84,Automatic,Petrol,2
"2,990",Volvo,V50,2008,Estate,"95,000",1.8,125,Manual,Petrol,3
"2,395",Ford,Fiesta,2010,Hatchback,"133,270",1.4,94,Manual,Petrol,1
"1,395",Ford,Fiesta,2006,Hatchback,"109,736",1.25,74,Manual,Petrol,6
"2,498",Vauxhall,Astra,2010,Hatchback,"112,000",1.4,89,Manual,Petrol,4
"2,999",BMW,1,2008,Hatchback,"132,920",1.6,122,Automatic,Petrol,5
"1,395",Peugeot,206,2006,Hatchback,"57,000",1.4,75,Manual,Petrol,3
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"2,499",Honda,Civic,2010,Hatchback,"94,250",1.4,98,Manual,Petrol,3
"2,499",Honda,Accord,2008,Saloon,"104,000",2,153,Manual,Petrol,2
"2,000",Toyota,Yaris,2008,Hatchback,"100,000",1,67,Manual,Petrol,5
"2,995",Mazda3,ns,2014,Hatchback,"82,000",2.2,148,Manual,Diesel,1
"2,495",BMW,3,2007,Saloon,"109,697",2,129,Automatic,Petrol,6
990,Vauxhall,Vectra,2006,Hatchback,"129,000",2,173,Manual,Petrol,5
"7,999",Lexus,CT,2011,Hatchback,"96,309",1.8,99,Automatic,Petrol Hybrid,3
"4,295",Renault,Megane,2011,Hatchback,"54,000",1.6,100,Manual,Petrol,2
"1,895",Suzuki,Swift,2009,Hatchback,"104,000",1.3,91,Manual,Petrol,2
"1,800",Vauxhall,Corsa,2010,Hatchback,"91,000",1.2,84,Manual,Petrol,3
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"7,495",Citroen,C1,2016,Hatchback,"29,401",1.2,82,Manual,Petrol,2
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"1,490",Honda,Civic,2009,Hatchback,"124,000",1.8,138,Manual,Petrol,2
"1,995",Ford,Fiesta,2010,Hatchback,"149,000",1.25,81,Manual,Petrol,2
"1,290",Fiat,Grande,2009,Hatchback,"49,000",1.4,77,Manual,Petrol,4
"1,499",Vauxhall,Astra,2007,Hatchback,"102,640",1.4,89,Manual,Petrol,5
"1,790",Fiat,Punto,2010,Hatchback,"58,000",1.4,78,Manual,Petrol,3
"4,440",Vauxhall,Astra,2013,Hatchback,"78,000",1.6,115,Manual,Petrol,4
"2,300",Peugeot,207,2009,Convertible,"47,200",1.6,120,Manual,Petrol,1
"2,350",Ford,Fiesta,2007,Hatchback,"70,000",1.4,79,Manual,Petrol,2
"2,695",Vauxhall,Corsa,2011,Hatchback,"112,000",1.2,84,Manual,Petrol,3
"1,995",Vauxhall,Corsa,2010,Hatchback,"108,300",1.2,84,Manual,Petrol,4
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"3,995",Ford,Fiesta,2011,Hatchback,"70,000",1.25,59,Manual,Petrol,2
"1,850",Mazda2,ns,2008,Hatchback,"119,729",1.3,85,Manual,Petrol,1
"1,450",Chevrolet,Cruze,2009,Saloon,"106,550",1.6,122,Manual,Petrol,4
"1,550",Nissan,Micra,2010,Hatchback,"72,000",1.2,79,Manual,Petrol,1
"2,290",Toyota,Corolla,2002,MPV,"69,000",1.8,133,Automatic,Petrol,2
"2,395",Renault,Clio,2007,Hatchback,"38,900",1.2,75,Manual,Petrol,3
"1,495",Hyundai,Getz,2007,Hatchback,"80,000",1.4,95,Manual,Petrol,3
"2,500",Ford,Focus,2014,Hatchback,"72,000",1.6,180,Manual,Petrol,4
"1,791",Vauxhall,Corsa,2007,Hatchback,"74,000",1.4,89,Manual,Petrol,3
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"2,995",Ford,Fiesta,2009,Hatchback,"70,326",1.25,81,Manual,Petrol,4
"1,900",Vauxhall,Corsa,2009,Hatchback,"98,500",1.2,79,Manual,Petrol,8
"1,490",Volkswagen,Polo,2005,Hatchback,"71,000",1.2,55,Manual,Petrol,9
"2,250",SEAT,Ibiza,2008,Hatchback,"107,000",1.2,69,Manual,Petrol,3
"2,500",Ford,Focus,2010,Hatchback,"110,000",1.8,123,Manual,Petrol,2
"6,995",Ford,Focus,2014,Hatchback,"57,000",1,123,Manual,Petrol,1
"4,988",BMW,3,2011,Saloon,"107,200",2,143,Manual,Petrol,4
"3,699",Vauxhall,Meriva,2014,MPV,"98,000",1.4,99,Manual,Petrol,3
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"15,814",Mercedes-Benz,Cla,2016,Saloon,"94,400",2.1,134,Manual,Diesel,3
"1,895",Renault,Megane,2009,Hatchback,"86,500",1.6,100,Manual,Petrol,3
"1,195",Mitsubishi,Colt,2006,Hatchback,"63,006",1.3,94,Manual,Petrol,2
"1,690",Vauxhall,Vectra,2008,Hatchback,"65,000",1.8,138,Manual,Petrol,3
"1,995",Volkswagen,Beetle,2007,Convertible,"147,000",1.6,102,Manual,Petrol,6
"3,995",Ford,Fiesta,2011,Hatchback,"99,990",1.6,118,Manual,Petrol,3
"7,695",Volkswagen,Polo,2014,Hatchback,"65,240",1.2,104,Manual,Petrol,4
"1,795",Saab,09-May,2007,Saloon,"132,000",2.3,185,Automatic,Petrol,4
"2,990",Hyundai,Coupe,2007,Coupe,"89,539",2.7,165,Automatic,Petrol,2
"7,295",Volkswagen,Polo,2014,Hatchback,"55,137",1.2,59,Manual,Petrol,5
"3,999",Fiat,500C,2012,Convertible,"74,000",1.2,69,Manual,Petrol,4
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"17,250",Hyundai,Bayon,2021,SUV,"4,630",1,100,Manual,Petrol Hybrid,1
"4,750",Peugeot,208,2016,Hatchback,"113,000",1.6,99,Manual,Diesel,2
"1,595",Peugeot,307,2007,Estate,"147,000",1.6,110,Manual,Petrol,2
"4,000",Vauxhall,Corsa,2009,Hatchback,"73,000",1.4,89,Automatic,Petrol,4
"4,600",Ford,Fiesta,2011,Hatchback,"68,963",1.25,81,Manual,Petrol,4
"2,500",Vauxhall,Corsa,2004,Hatchback,"15,000",1.2,74,Manual,Petrol,2
"3,790",Vauxhall,Corsa,2011,Hatchback,"52,500",1.2,84,Manual,Petrol,3
"1,999",Renault,Scenic,2009,MPV,"105,700",1.6,110,Manual,Petrol,1
"2,595",Fiat,500,2011,Hatchback,"99,000",1.2,69,Manual,Petrol,3
"5,499",MG,MG3,2015,Hatchback,"39,000",1.5,106,Manual,Petrol,2
"3,999",Fiat,500C,2012,Convertible,"74,000",1.2,69,Manual,Petrol,4
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"3,395",Hyundai,Coupe,2009,Coupe,"76,400",2,141,Manual,Petrol,3
"2,800",Mazda,MX-5,2007,Convertible,"59,573",1.8,124,Manual,Petrol,2
"3,492",Vauxhall,Zafira,2007,MPV,"67,180",2.2,147,Automatic,Petrol,1
"3,890",Vauxhall,Astra,2010,Hatchback,"77,055",1.6,115,Manual,Petrol,3
"1,495",BMW,1,2008,Hatchback,"71,000",1.6,122,Manual,Petrol,5
"3,690",SEAT,Altea,2011,MPV,"67,242",1.4,123,Manual,Petrol,2
"2,500",Toyota,Avensis,2004,Saloon,"38,000",1.8,127,Manual,Petrol,3
"1,995",Ford,C-Max,2008,MPV,"106,000",1.8,123,Manual,Petrol,2
"1,295",Ford,KA,2007,Hatchback,"48,364",1.3,69,Manual,Petrol,2
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"4,790",Vauxhall,Astra,2010,Hatchback,"51,000",1.4,140,Manual,Petrol,1
"3,100",Peugeot,207,2011,Hatchback,"54,002",1.4,75,Manual,Petrol,1
"3,800",BMW,1,2006,Hatchback,"72,000",1.6,115,Manual,Petrol,5
"1,895",Ford,Fiesta,2007,Hatchback,"102,580",1.6,99,Manual,Petrol,9
"2,490",Fiat,Punto,2013,Hatchback,"42,655",1.2,70,Manual,Petrol,3
"5,999",Audi,TT,2009,Coupe,"99,000",2,197,Manual,Petrol,6
"1,650",Ford,Fiesta,2008,Hatchback,"95,000",1.25,74,Manual,Petrol,2
"2,500",Ford,Fiesta,2009,Hatchback,"105,000",1.25,81,Manual,Petrol,5
"1,094",Ford,Focus,2007,Hatchback,"169,000",1.8,123,Manual,Petrol,5
"14,100",Hyundai,Tucson,2016,SUV,"39,357",1.7,114,Manual,Diesel,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"1,799",Vauxhall,Astra,2010,Hatchback,"132,000",1.4,100,Manual,Petrol,3
"4,620",Suzuki,Swift,2014,Hatchback,"51,000",1.2,93,Manual,Petrol,4
"2,950",Hyundai,i20,2009,Hatchback,"72,000",1.2,76,Manual,Petrol,5
"2,495",Hyundai,Coupe,2007,Coupe,"96,000",2,141,Manual,Petrol,2
"2,995",Vauxhall,Astra,2010,Hatchback,"70,000",1.6,115,Manual,Petrol,5
"2,990",SKODA,Fabia,2010,Hatchback,"100,000",1.2,70,Manual,Petrol,3
"4,000",Vauxhall,Corsa,2012,Hatchback,"88,813",1.2,84,Manual,Petrol,4
"5,989",Ford,Fiesta,2014,Hatchback,"49,282",1.25,59,Manual,Petrol,3
"3,450",Renault,Wind,2010,Convertible,"64,000",1.6,133,Manual,Petrol,3
"3,999",Fiat,500C,2012,Convertible,"74,000",1.2,69,Manual,Petrol,4
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"12,300",Vauxhall,Insignia,2018,Hatchback,"62,521",1.6,134,Manual,Diesel,2
"2,995",Nissan,Micra,2011,Hatchback,"80,000",1.2,79,Manual,Petrol,3
"3,995",Audi,A3,2008,Hatchback,"99,048",1.6,101,Manual,Petrol,1
"1,595",Vauxhall,Corsa,2009,Hatchback,"99,000",1.2,79,Manual,Petrol,2
"1,990",Ford,Fiesta,2007,Hatchback,"70,000",1.25,74,Manual,Petrol,3
"3,295",Vauxhall,Corsa,2012,Hatchback,"74,000",1.2,84,Manual,Petrol,3
"4,000",Hyundai,i20,2012,Hatchback,"87,650",1.2,84,Manual,Petrol,3
"2,995",Vauxhall,Corsa,2012,Hatchback,"83,000",1.2,84,Manual,Petrol,4
"3,000",Toyota,Yaris,2012,Hatchback,"126,500",1,68,Manual,Petrol,2
"1,790",Renault,Clio,2006,Hatchback,"86,130",1.4,98,Manual,Petrol,4
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"12,500",Renault,Kadjar,2017,SUV,"45,098",1.5,110,Automatic,Diesel,2
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"3,000",Ford,Focus,2010,Hatchback,"106,100",1.6,99,Manual,Petrol,5
"1,495",Vauxhall,Corsa,2005,Hatchback,"32,000",1.2,79,Manual,Petrol,1
"3,295",MINI,Hatch,2007,Hatchback,"99,500",1.6,175,Manual,Petrol,5
"2,450",BMW,1,2005,Hatchback,"83,000",2,150,Automatic,Petrol,6
"4,990",Nissan,Qashqai,2013,SUV,"123,000",1.6,115,Manual,Petrol,1
"1,490",Honda,Jazz,2007,Hatchback,"110,000",1.4,82,Automatic,Petrol,5
"1,995",Toyota,Corolla,2003,Hatchback,"65,000",1.6,109,Manual,Petrol,2
"3,200",Peugeot,308,2010,Hatchback,"40,000",1.4,98,Manual,Petrol,3
"2,595",Peugeot,207,2006,Hatchback,"40,070",1.4,75,Manual,Petrol,3
"2,490",Vauxhall,Corsa,2008,Hatchback,"65,000",1.4,89,Manual,Petrol,5
"14,900",Ford,Fiesta,2018,Hatchback,"13,088",1,138,Manual,Petrol,1
"7,495",Citroen,C1,2016,Hatchback,"29,401",1.2,82,Manual,Petrol,2
"1,450",Vauxhall,Astra,2007,Hatchback,"114,000",1.6,113,Manual,Petrol,2
"1,995",Mazda2,ns,2008,Hatchback,"106,000",1.5,102,Manual,Petrol,2
"1,499",Mazda3,ns,2009,Hatchback,"149,000",1.6,103,Manual,Petrol,1
"2,390",Fiat,500,2008,Hatchback,"103,525",1.2,69,Manual,Petrol,3
"3,875",MINI,Hatch,2009,Hatchback,"83,000",1.6,175,Manual,Petrol,5
"3,359",SEAT,Ibiza,2012,Hatchback,"91,100",1.4,84,Manual,Petrol,4
"2,290",Renault,Grand,2007,Hatchback,"87,000",2,136,Automatic,Petrol,2
